 acw_events.2.d: "[SCOPE.sCharacter('slaver_ig_leader').GetFullName]的一名奴隶从[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的庄园逃往了北方的自由州。[SCOPE.sCharacter('slaver_ig_leader').GetLastName]要求将那名奴隶遣返，而废奴主义者则呼吁对[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的要求不予理睬。"
 prostitution.3.d: "警察查封了一家臭名昭著的男妓院。被捕的业主交代说[SCOPE.sCharacter('scandal_character').GetFullName]是他的客户之一，这条消息被泄露给了新闻界。"
 prostitution.3.a: "[SCOPE.sCharacter('scandal_character').GetFullName]必须立刻辞职。"
 prostitution.3.a.tt: "[SCOPE.sCharacter('scandal_character').GetFullName]退出政坛。"
 plague.9.d: "[SCOPE.sCharacter('anti_mask_ig_leader').GetFullName]组建了反口罩同盟，对抗我们的防疫措施。他们质疑我们政策的有效性，并要求我们为了岌岌可危的经济废除这些政策。"
 cable_street.1.d: "[SCOPE.sCharacter('fascist_leader').GetFullName]和[SCOPE.sParty('fascist_party').GetName]正计划在[SCOPE.sState('fascist_rally_state').GetName]举行一场大型集会。他们预计反法西斯群体会松散地团结在[SCOPE.gsInterestGroup('antifa_ig').GetName]的领导下发动抵制。"
 heavenly.6.b1: "[SCOPE.sCharacter('hong_rengan_scope').GetFullName]的新约将会带领我们前进。"
 warlord_china_events.301.t: "[SCOPE.sCharacter('yan_xishan_thinker').GetFullName]思想"
 warlord_china_events.301.a: "传播[SCOPE.sCharacter('yan_xishan_thinker').GetFullName]的话语！"
 communism.3.d: "[SCOPE.gsInterestGroup('new_vanguard_ig').GetName]中的反动分子终于被肃清。我们可以确信，他们的新领袖[SCOPE.sCharacter('new_vanguard_leader').GetFullName]将忠于国家，忠于社会主义。"
 meiji.4.d: "由于对[ROOT.GetCountry.GetName]的现代化进程颇有兴趣，[SCOPE.sCountry('military_consultant_country').GetName]提议向我们派遣[SCOPE.sCharacter('military_consultant_general').GetFullName]将军作为军事顾问。这一协议的条款看上去对我们非常有利，但在让外国势力给我们做人情这方面，我们应当三思。"
 meiji.5.d: "作为使团西行旅程的一部分，我们的权贵显要同[SCOPE.sCharacter('japan_embassy_politician').GetFullName]，一位老历的[SCOPE.sCountry('japan_embassy_country').GetAdjectiveNoFormatting]的政客举行了会面。出于有兴趣同新近开国的[ROOT.GetCountry.GetAdjectiveNoFormatting]政权建立良好关系的目的，对方起草了几份我们可能希望同[SCOPE.sCountry('japan_embassy_country').GetName]签订的协议。"
 meiji.6.d: "[SCOPE.sCharacter('western_investor_ig_leader').GetFullName]，一名来自[SCOPE.sCountry('western_investor_country').GetName]有钱又有权的实业家，将[ROOT.GetCountry.GetName]看作一个油水颇丰但尚未开发的市场。作为在未来某个时候予以政治支持的交换，[SCOPE.sCharacter('western_investor_ig_leader').GetFullName]很愿意同我们分享一些[SCOPE.sCharacter('western_investor_ig_leader').GetHerHis]母国的工业技术。"
 laws.1.d: "我们挚爱的[SCOPE.sCharacter('ruler_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('ruler_scope').GetFullName]惊心动魄地躲过一劫。这个未遂的刺客和[SCOPE.gsInterestGroup('jedi_scope').GetName]关系颇深，后者反对[SCOPE.sLaw('current_law_scope').GetName]法律授予[SCOPE.sCharacter('ruler_scope').GetPrimaryRoleTitle]的新权力。"
 can_aus.1.d: "[SCOPE.sCharacter('canada_overlord_ruler').GetPrimaryRoleTitle][SCOPE.sCharacter('canada_overlord_ruler').GetFullName]将[ROOT.GetCountry.GetName]与[SCOPE.sCountry('canada_annex_scope').GetName]间的邦联签署成为法律。这标志着我们统一整个加拿大的目标取得了巨大的胜利。"
 can_aus.2.d: "[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle][ROOT.GetCountry.GetRuler.GetFullName]将[SCOPE.sCountry('canada_scope_1').GetName]与[SCOPE.sCountry('canada_scope_2').GetName]间的邦联签署成为法律。这标志着我们统一整个加拿大的目标取得了巨大的胜利。"
 can_aus.3.d: "统一法案上面的签字墨水甚至还没干透，我们的官员和政客就已经开始整合[SCOPE.sCountry('canada_annex_scope').GetName]的工作。蒙[SCOPE.sCharacter('canada_overlord_ruler').GetFullName][SCOPE.sCharacter('canada_overlord_ruler').GetPrimaryRoleTitle]隆恩，我们距离澳大利亚联邦的建立又近了一步。"
 can_aus.4.d: "统一法案上面的签字墨水甚至还没干透，我们的官员和政客就已经开始整合[SCOPE.sCountry('canada_scope_1').GetName]和[SCOPE.sCountry('canada_scope_2').GetName]的工作。蒙[SCOPE.sCharacter('australia_overlord_ruler').GetPrimaryRoleTitle][SCOPE.sCharacter('australia_overlord_ruler').GetFullName]隆恩，我们距离澳大利亚联邦的建立又近了一步。"
 labor_rights.2.d: "一群有影响力的[SCOPE.gsInterestGroup('anti_serfdom_ig').GetName]在[SCOPE.sCharacter('anti_serfdom_advocate').GetFullName]的带领下向政府请愿，要求快速废除农奴制。"
 nihilism.1.d: "一场被称为虚无主义的反教权、反君主制运动获得了[SCOPE.gsInterestGroup('nihilist_ig').GetName]的支持。在[SCOPE.sCharacter('nihilist_scope').GetFullName]的领导下，这些危险的思考者一定会成为维护现状者的眼中钉。"
 anarchy.1.d: "无政府主义者宣布对一处绅士俱乐部的炸弹袭击事件负责，此处有许多[SCOPE.gsInterestGroup('anarchy_target_ig').GetName]的成员频繁造访。人们在瓦砾中找到了[SCOPE.sCharacter('anarchy_target_leader').GetFullName]的尸体。"
 anarchy.3.d: "无政府主义者正在创建一种摒弃利润，将帮助人类同胞视为共同责任的社群。[SCOPE.gsInterestGroup('farmer_ig').GetName]的新领袖[SCOPE.sCharacter('anarchist_farmer').GetFullName]就一直在鼓励建立合作农场。"
 tax.3.d: "[SCOPE.sCharacter('death_and_taxes_leader').GetFullName]在起草[SCOPE.sLaw('current_law_scope').GetName]法案时突然死亡。"
 german_unification.3.d: "一位名字叫[SCOPE.sCharacter('bismarck_scope').GetFullName]的贵族在[ROOT.GetCountry.GetAdjectiveNoFormatting][SCOPE.gsInterestGroup('junkers').GetName]中声名鹊起，担任显赫职位。他倡导德意志民族统一和实用主义政治，并为这个国家效力。"
 italian_unification.1.d: "在[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle][ROOT.GetCountry.GetRuler.GetFullName]英雄式的领导下，意大利国诞生了。统一在同一面旗帜下的意大利，必将塑造欧洲和世界的未来。"
 communism.7.d: "[SCOPE.gsInterestGroup('popular_socialist_ig').GetName]的[SCOPE.sCharacter('popular_socialist_leader').GetFullName]在人民中的声望正迅速提高。事实证明，[SCOPE.sCharacter('popular_socialist_leader').GetSheHe]支持的那套关于平等的激进社会主义理念对下层阶级特别有吸引力。"
 communism.8.d: "[SCOPE.sCharacter('red_army_general').GetFullName]已将[SCOPE.gsInterestGroup('red_army_ig').GetName]重组为[ROOT.GetCountry.GetAdjectiveNoFormatting]红军。这支军队现在致力于保卫无产阶级专政。"
 1848.1.d: "激进主义政府囚禁了[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle][ROOT.GetCountry.GetRuler.GetFullName]，并仓促地组织了一场审判。预期结果为有罪判决，然后公开处决。"
 1848.3.d: "激进主义政府起草了一部确保[SCOPE.sLaw('current_law_scope').GetName]的新宪法。[SCOPE.sCharacter('radical_leader_scope').GetFullName]和[SCOPE.sCharacter('radical_leader_scope').GetHerHis]的支持者要求立即将该宪法签署成为法律。"
 1848.4.d: "在[SCOPE.sCharacter('radical_leader_scope').GetFullName]的领导下，激进主义运动在[ROOT.GetCountry.GetName]遍地开花。无论我们是支持还是反对，这都预示着一个剧变与反动时代的到来。"
 amazon.4.d: "[SCOPE.sCharacter('hunted_character').GetFullName]在完成一场打猎探险的返回途中，不幸受困于一座[SCOPE.sState('dangerous_game_state').GetName]的小岛上。在那里[SCOPE.sCharacter('hunted_character').GetSheHe]被一位名叫[SCOPE.sCharacter('hunter_character').GetFullName]的[SCOPE.sCountry('hunter_country').GetAdjectiveNoFormatting]贵族当作一只动物捕猎。"
 generals.1.d: "[SCOPE.gsInterestGroup('low_rank_general_ig').GetName]要求晋升[SCOPE.sCharacter('low_rank_general').GetRankName][SCOPE.sCharacter('low_rank_general').GetFullName]，吹捧着[SCOPE.sCharacter('low_rank_general').GetHerHis]的忠诚和高效服役的历史。"
 generals.1.a: "[SCOPE.sCharacter('low_rank_general').GetFullName]应得此勋。"
 war_crimes.1.d: "[SCOPE.sCharacter('war_crimes_perpetrator').GetFullName]对[SCOPE.sState('war_crimes_state').GetName]的平民使用了芥子气，这给[SCOPE.sCharacter('war_crimes_perpetrator').GetHerHim]冠上了战犯的名头。人们普遍呼吁制定法律，概述战争中可以接受的行为。"
 war_crimes.1.b: "[SCOPE.sCharacter('war_crimes_perpetrator').GetFullName]将因为[SCOPE.sCharacter('war_crimes_perpetrator').GetHerHis]的罪行受审。"
 notification_ig_leader_memento_mori_name: "[SCOPE.sCharacter('memento_mori_leader').GetFullName]（[SCOPE.gsInterestGroup('memento_mori_ig').GetTextIcon]）卸任"
 notification_ig_leader_memento_mori_desc: "[SCOPE.gsInterestGroup('memento_mori_ig').GetName]的领袖[SCOPE.sCharacter('memento_mori_leader').GetFullName]的政治生涯已经结束了。[SCOPE.gsInterestGroup('memento_mori_ig').GetLeader.GetFullName]，这位著名的[SCOPE.gsInterestGroup('memento_mori_ig').GetLeader.GetIdeology.GetName]，现在领导着这个利益集团。"
 red_scare.5.d: "[SCOPE.gsInterestGroup('anticommunist_ig').GetName]一位特别重要的人物[SCOPE.sCharacter('anticommunist_person').GetFullName]对[ROOT.GetCountry.GetAdjective]媒体和政府内部的共产主义渗透提出了严厉的指控。"
 red_scare.7.d: "乘着红色恐慌的浪潮，在激进的反共人士[SCOPE.sCharacter('fascist_agitator').GetFullName]的领导下，一场新的、狂热的反动政治运动在[ROOT.GetCountry.GetName]联合起来，呼吁不懈地反对国内外共产主义者的堕落。"
 red_scare.7.a: "[SCOPE.sCharacter('fascist_agitator').GetFullName]是一名真正的[ROOT.GetCountry.GetAdjective]爱国者！"
 red_scare.8.d: "抗议者受到[SCOPE.sCharacter('anticommunist_leader').GetFullName]的激烈言论鼓舞，在[SCOPE.sState('capital_scope').GetCityHubName]举行了一场游行，呼吁对[SCOPE.sCountry('red_scare_target_nation').GetName]的共产政权进行武力干涉。"
 positivism.1.d: "[SCOPE.sState('paris_scope').GetName]综合理工大学的一位精通各门科学的大学问家[SCOPE.sCharacter('comte_scope').GetFullName]发表了一篇关于按照实证主义原则进行社会重组的论文。"
 comte_recruited_tt: "[SCOPE.sCharacter('comte_scope').GetFullName]将可用作为[concept_agitator]"
 positivism.2.d: "[SCOPE.sCharacter('positivist_agitator').GetFullName]是实证主义哲学的学生，在[SCOPE.sState('positivist_church_state').GetName]创立了[ROOT.GetCountry.GetNameNoFormatting]实证主义教会。教会的活动已经成为实证主义知识分子的聚会场所。"
 positivism_pulse.2.c: "这种情绪可以支持[SCOPE.sCharacter('armed_forces_leader').GetFullName]的改革建议。"
 coffee_with_milk.10.d: "臭名昭著的强盗[SCOPE.sCharacter('bandit_scope').GetFullName]召集了一大群佣兵，袭击[SCOPE.sState('bandits_state').GetName]的大[SCOPE.gsInterestGroup('landowners_scope').GetName]。[SCOPE.sCharacter('bandit_scope').GetHerHis|U]的活动激发了农村贫困人口加大土地改革力度的呼声。"
 je_new_republic_reason: "[SCOPE.sCharacter('vargas_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('vargas_scope').GetFullName]和[SCOPE.sCharacter('vargas_scope').GetHerHis]的支持者推翻了[ROOT.GetCountry.GetName]前政府，成立了一个建立在民族主义和国家现代化基础上的新政权。"
 BRZ_populism.2.d: "受到[SCOPE.sState('inspiration_state').GetName]的尉官派起义启发，[SCOPE.sCharacter('prestes_scope').GetFullName]上尉发起了一场大规模叛乱，带领[SCOPE.sCharacter('prestes_scope').GetHerHis]的部队穿越了几个州，以躲避政府军。"
 prestes_as_agitator_tt: "[SCOPE.sCharacter('prestes_scope').GetFullName]将生效为[concept_agitator]"
 BRZ_populism.8.d: "几个代表城市中产阶级的小党派选择支持[SCOPE.sCharacter('vargas_scope').GetFullName]和[SCOPE.sParty('liberal_alliance_scope').GetName]，以推翻政府中的[SCOPE.gsInterestGroup('landowners_ig').GetName]寡头。"
 BRZ_vargas.1.d: "在支持改革派事业的军队成员迅速夺取政权后，[SCOPE.sCharacter('vargas_scope').GetFullName]被宣布为[ROOT.GetCountry.GetNameNoFormatting]总统。[SCOPE.sCharacter('vargas_scope').GetHerHis|U]的议程呼吁国家现代化以及迅速恢复秩序。"
 BRZ_vargas.2.d: "通过一系列对左翼的镇压，以及众多加强国家权力的法令，[SCOPE.sCharacter('vargas_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('vargas_scope').GetFullName]完全巩固了[SCOPE.sCharacter('vargas_scope').GetHerHis]对[ROOT.GetCountry.GetName]的统治。"
 BRZ_vargas.2.f: "#bold [SCOPE.sCharacter('vargas_scope').GetFullNameNoFormatting]：终身阁下#!\n\n阳光照耀着转型后的巴西：[SCOPE.sCharacter('vargas_scope').GetLastNameNoFormatting]总统制定了一部新宪法。随后，国家内阁被解散，所有部长被驱逐。他的第一个议程是扩大他的特色劳动保护法。(下转第3版)"
 BRZ_vargas.3.d: "[SCOPE.sCharacter('vargas_scope').GetFullName]的倒台预示着[ROOT.GetCountry.GetName]走向了新时代。这个新时代是自由的时代，还是在另一个名字下继续独裁统治，还有待观察。"
 BRZ_vargas.6.d: "[SCOPE.sCharacter('integralist_agitator').GetFullName]建立了[ROOT.GetCountry.GetAdjective]整合运动，一个极右翼和传统主义政党，旨在镇压左派，并将天主教教义纳入国家结构。"
 BRZ_vargas.7.d: "反对[ROOT.GetCountry.GetRuler.GetLastName][ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle]政府的左翼组织联盟已经成立并发表了宣言。这场运动的主要支持者是[SCOPE.sCharacter('anl_leader_scope').GetFullName]，一位著名的[SCOPE.sCharacter('anl_leader_scope').GetIdeology.GetName]。"
 BRZ_vargas.8.d: "[SCOPE.sCharacter('integralist_leader_scope').GetFullName]领导下的整合主义者在[SCOPE.sState('integralist_state').GetName]游行，以回应左翼动乱引发的罢工。游行之后留下了许多受伤的罢工者。"
 peru_bolivia_events.2.t: "[SCOPE.sCharacter('salaverry_scope').GetFullName]被俘"
 peru_bolivia_events.2.d: "随着自封的秘鲁最高酋长的被捕，[ROOT.GetCountry.GetRuler.GetFullName][ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle]终于巩固了[ROOT.GetCountry.GetRuler.GetHerHis]对秘鲁和玻利维亚的控制。[SCOPE.sCharacter('salaverry_scope').GetLastName]的被捕标志着秘鲁内战的最后一幕。"
 peru_bolivia_events.2.f: "[SCOPE.sCharacter('salaverry_scope').GetFullNameNoFormatting]被带到[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle]面前，[SCOPE.sCharacter('salaverry_scope').GetHerHis]戴着手铐，两侧插着带刺的刺刀，[SCOPE.sCharacter('salaverry_scope').GetSheHe]尽可能地昂着头。现在处决几乎已成定局。\n\n然而，[ROOT.GetCountry.GetRuler.GetLastNameNoFormatting]看到了机会。[SCOPE.sCharacter('salaverry_scope').GetLastNameNoFormatting]战败后，联盟的新机会近在咫尺。唯一的问题是，哪条路能最快地把秘鲁带进这个圈子。"
 peru_bolivia_events.4.d: "费利佩·萨拉韦里失败的政变使得玻利维亚对秘鲁的控制得到了完全的巩固。[SCOPE.sCharacter('santa_cruz_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('santa_cruz_scope').GetFullName]宣布即将建立两国的邦联。"
